vehicle_id,vehicle_type,make_id,make_name,make_type,model_year,vehicle_desc,color,date_stolen,location_id,region,country,population,density
2186,Stationwagon,548,Holden,Standard,2010,COMMODORE,Black,2/13/2022,102,Auckland,New Zealand,1695200,343.09
2187,Saloon,619,Toyota,Standard,2010,CAMRY,Green,12/4/2021,103,Waikato,New Zealand,513800,21.5
2188,Stationwagon,540,Ford,Standard,2005,ESCAPE,Red,10/9/2021,102,Auckland,New Zealand,1695200,343.09
2189,Light Van,587,Nissan,Standard,2005,EXPERT,White,2/18/2022,103,Waikato,New Zealand,513800,21.5
2190,Hatchback,577,Mercedes-Benz,Luxury,2010,B,Grey,3/29/2022,102,Auckland,New Zealand,1695200,343.09
2191,Stationwagon,610,Subaru,Standard,2001,IMPREZA,Red,10/12/2021,114,Canterbury,New Zealand,655000,14.72
2192,Hatchback,587,Nissan,Standard,2001,CUBE,Silver,11/10/2021,102,Auckland,New Zealand,1695200,343.09
2193,Stationwagon,550,Honda,Standard,2001,CIVIC,Silver,4/5/2022,111,Nelson,New Zealand,54500,129.15
2194,Hatchback,524,Citroen,Standard,2010,C3,Blue,3/31/2022,109,Wellington,New Zealand,543500,67.52
2195,Stationwagon,540,Ford,Standard,2003,ESCAPE,Black,3/2/2022,101,Northland,New Zealand,201500,16.11
2196,Saloon,540,Ford,Standard,2007,FAIRLANE,Grey,3/25/2022,104,Bay of Plenty,New Zealand,347700,28.8
2197,Stationwagon,576,Mazda,Standard,2003,DEMIO,White,3/22/2022,102,Auckland,New Zealand,1695200,343.09
2198,Saloon,576,Mazda,Standard,2002,ATENZA,Silver,3/22/2022,109,Wellington,New Zealand,543500,67.52
2199,Stationwagon,619,Toyota,Standard,2001,SPACIO,Red,11/13/2021,115,Otago,New Zealand,246000,7.89
2200,Stationwagon,576,Mazda,Standard,2002,ATENZA,Silver,10/28/2021,109,Wellington,New Zealand,543500,67.52
2201,Stationwagon,576,Mazda,Standard,2002,PREMACY,White,3/9/2022,107,Taranaki,New Zealand,127300,17.55
2202,Stationwagon,587,Nissan,Standard,2005,AVENIR,Silver,4/4/2022,111,Nelson,New Zealand,54500,129.15
2203,Saloon,550,Honda,Standard,2001,TORNEO,Blue,11/24/2021,102,Auckland,New Zealand,1695200,343.09
2204,Stationwagon,568,Land Rover,Luxury,2006,RANGE ROVER,Black,10/14/2021,109,Wellington,New Zealand,543500,67.52
2205,Stationwagon,610,Subaru,Standard,1997,FORESTER,Silver,1/26/2022,115,Otago,New Zealand,246000,7.89
2206,Sports Car,587,Nissan,Standard,1996,SKYLINE,White,11/22/2021,102,Auckland,New Zealand,1695200,343.09
2207,Stationwagon,619,Toyota,Standard,2000,ESTIMA,Grey,1/13/2022,109,Wellington,New Zealand,543500,67.52
2208,Stationwagon,587,Nissan,Standard,2003,WINGROAD,White,3/30/2022,102,Auckland,New Zealand,1695200,343.09
2209,Hatchback,619,Toyota,Standard,2003,VITZ,Black,12/27/2021,102,Auckland,New Zealand,1695200,343.09
2210,Saloon,587,Nissan,Standard,2001,PRIMERA,Silver,3/3/2022,111,Nelson,New Zealand,54500,129.15
2211,Stationwagon,512,BMW,Luxury,2010,X1 SDRIVE20D,White,2/20/2022,103,Waikato,New Zealand,513800,21.5
2212,Saloon,576,Mazda,Standard,2003,RX-8,Green,2/12/2022,114,Canterbury,New Zealand,655000,14.72
2213,Saloon,512,BMW,Luxury,2001,318I,Silver,11/21/2021,106,Hawke's Bay,New Zealand,182700,12.92
2214,Saloon,610,Subaru,Standard,2001,LEGACY,Silver,12/14/2021,114,Canterbury,New Zealand,655000,14.72
2215,Saloon,548,Holden,Standard,2010,CRUZE,Blue,1/15/2022,102,Auckland,New Zealand,1695200,343.09
2216,Stationwagon,540,Ford,Standard,2010,TERRITORY,White,2/18/2022,114,Canterbury,New Zealand,655000,14.72
2217,Saloon,576,Mazda,Standard,2003,ATENZA,Silver,10/8/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62
2218,Stationwagon,619,Toyota,Standard,2003,IPSUM,Silver,3/27/2022,102,Auckland,New Zealand,1695200,343.09
2219,Stationwagon,555,Hyundai,Standard,2010,I30,Blue,3/12/2022,102,Auckland,New Zealand,1695200,343.09
2220,Saloon,587,Nissan,Standard,2001,BLUEBIRD,Grey,11/25/2021,102,Auckland,New Zealand,1695200,343.09
2221,Cab and Chassis Only,587,Nissan,Standard,2010,NAVARA,Blue,2/10/2022,109,Wellington,New Zealand,543500,67.52
2222,Stationwagon,548,Holden,Standard,2010,CAPTIVA,Black,4/2/2022,109,Wellington,New Zealand,543500,67.52
2223,Hatchback,633,Volkswagen,Standard,2001,GOLF,Silver,3/29/2022,102,Auckland,New Zealand,1695200,343.09
2224,Stationwagon,610,Subaru,Standard,2001,IMPREZA,Red,11/3/2021,104,Bay of Plenty,New Zealand,347700,28.8
2225,Utility,587,Nissan,Standard,2010,NAVARA,White,1/31/2022,111,Nelson,New Zealand,54500,129.15
2226,Saloon,587,Nissan,Standard,2007,SKYLINE,Grey,12/19/2021,102,Auckland,New Zealand,1695200,343.09
2227,Hatchback,619,Toyota,Standard,2010,COROLLA,White,4/1/2022,103,Waikato,New Zealand,513800,21.5
2228,Hatchback,576,Mazda,Standard,2002,ATENZA,White,11/16/2021,104,Bay of Plenty,New Zealand,347700,28.8
2229,Stationwagon,587,Nissan,Standard,2001,PRIMERA,Green,4/4/2022,114,Canterbury,New Zealand,655000,14.72
2230,Saloon,576,Mazda,Standard,2002,ATENZA,White,12/10/2021,103,Waikato,New Zealand,513800,21.5
2231,Light Van,555,Hyundai,Standard,2010,H1,White,3/28/2022,102,Auckland,New Zealand,1695200,343.09
2232,Stationwagon,587,Nissan,Standard,2010,X-TRAIL,Grey,11/6/2021,102,Auckland,New Zealand,1695200,343.09
2233,Stationwagon,580,Mitsubishi,Standard,2004,LANCER,White,1/15/2022,101,Northland,New Zealand,201500,16.11
2234,Hatchback,512,BMW,Luxury,2003,MINI,Black,12/8/2021,109,Wellington,New Zealand,543500,67.52
2235,Saloon,587,Nissan,Standard,1993,SENTRA,Black,12/31/2021,102,Auckland,New Zealand,1695200,343.09
2236,Hatchback,576,Mazda,Standard,2005,DEMIO,Blue,2/12/2022,102,Auckland,New Zealand,1695200,343.09
2237,Stationwagon,550,Honda,Standard,2002,ODYSSEY,Grey,12/20/2021,102,Auckland,New Zealand,1695200,343.09
2238,Stationwagon,587,Nissan,Standard,2005,PRESAGE,Red,1/19/2022,104,Bay of Plenty,New Zealand,347700,28.8
2239,Stationwagon,576,Mazda,Standard,2004,MPV,Grey,3/3/2022,103,Waikato,New Zealand,513800,21.5
2240,Hatchback,555,Hyundai,Standard,2011,I30,White,1/23/2022,102,Auckland,New Zealand,1695200,343.09
2241,Hatchback,576,Mazda,Standard,2004,AXELA,Blue,1/30/2022,103,Waikato,New Zealand,513800,21.5
2242,Hatchback,610,Subaru,Standard,2002,IMPREZA,Blue,12/1/2021,105,Gisborne,New Zealand,52100,6.21
2243,Stationwagon,619,Toyota,Standard,2002,PROBOX,White,3/31/2022,114,Canterbury,New Zealand,655000,14.72
2244,Hatchback,512,BMW,Luxury,1997,318TI,White,1/5/2022,102,Auckland,New Zealand,1695200,343.09
2245,Stationwagon,580,Mitsubishi,Standard,1997,PAJERO,Red,11/23/2021,101,Northland,New Zealand,201500,16.11
2246,Stationwagon,550,Honda,Standard,2001,CIVIC,Blue,1/1/2022,109,Wellington,New Zealand,543500,67.52
2247,Stationwagon,587,Nissan,Standard,2002,WINGROAD,Silver,11/15/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62
2248,Hatchback,576,Mazda,Standard,2003,DEMIO,Gold,2/12/2022,109,Wellington,New Zealand,543500,67.52
2249,Hatchback,619,Toyota,Standard,2001,VITZ,Red,3/4/2022,103,Waikato,New Zealand,513800,21.5
2250,Utility,540,Ford,Standard,2011,RANGER,Blue,3/13/2022,109,Wellington,New Zealand,543500,67.52
2251,Utility,540,Ford,Standard,1997,COURIER,Red,2/2/2022,103,Waikato,New Zealand,513800,21.5
2252,Saloon,550,Honda,Standard,1995,ACCORD,Blue,1/12/2022,115,Otago,New Zealand,246000,7.89
2253,Saloon,550,Honda,Standard,2000,TORNEO,Silver,11/1/2021,109,Wellington,New Zealand,543500,67.52
2254,Hatchback,576,Mazda,Standard,2002,ATENZA,White,10/20/2021,109,Wellington,New Zealand,543500,67.52
2255,Hatchback,576,Mazda,Standard,2003,DEMIO,Purple,3/20/2022,105,Gisborne,New Zealand,52100,6.21
2256,Hatchback,633,Volkswagen,Standard,2004,GOLF,Black,10/16/2021,102,Auckland,New Zealand,1695200,343.09
2257,Utility,540,Ford,Standard,1984,FALCON,Gold,12/23/2021,101,Northland,New Zealand,201500,16.11
2258,Stationwagon,580,Mitsubishi,Standard,2007,OUTLANDER,Black,12/1/2021,115,Otago,New Zealand,246000,7.89
2259,Cab and Chassis Only,587,Nissan,Standard,2011,NAVARA,Silver,2/13/2022,101,Northland,New Zealand,201500,16.11
2260,Saloon,610,Subaru,Standard,2002,IMPREZA,Silver,2/7/2022,102,Auckland,New Zealand,1695200,343.09
2261,Saloon,512,BMW,Luxury,1997,540IASE E39,White,3/17/2022,102,Auckland,New Zealand,1695200,343.09
2262,Hatchback,619,Toyota,Standard,2011,PRIUS,White,10/28/2021,104,Bay of Plenty,New Zealand,347700,28.8
2263,Hatchback,633,Volkswagen,Standard,2009,POLO,Black,3/30/2022,102,Auckland,New Zealand,1695200,343.09
2264,Saloon,587,Nissan,Standard,2003,PRIMERA,Silver,2/7/2022,102,Auckland,New Zealand,1695200,343.09
2265,Saloon,548,Holden,Standard,1999,VT COMMODORE,Black,12/10/2021,102,Auckland,New Zealand,1695200,343.09
2266,Stationwagon,576,Mazda,Standard,2002,ATENZA,Silver,3/26/2022,105,Gisborne,New Zealand,52100,6.21
2267,Stationwagon,550,Honda,Standard,2003,ODYSSEY,White,12/14/2021,114,Canterbury,New Zealand,655000,14.72
2268,Stationwagon,587,Nissan,Standard,2005,WINGROAD,White,3/22/2022,114,Canterbury,New Zealand,655000,14.72
2269,Stationwagon,619,Toyota,Standard,2001,COROLLA,Blue,3/7/2022,101,Northland,New Zealand,201500,16.11
2270,Utility,540,Ford,Standard,2005,COURIER,Black,1/14/2022,102,Auckland,New Zealand,1695200,343.09
2271,Stationwagon,550,Honda,Standard,1999,ACCORD,White,10/8/2021,103,Waikato,New Zealand,513800,21.5
2272,Utility,580,Mitsubishi,Standard,2011,TRITON,Brown,3/15/2022,101,Northland,New Zealand,201500,16.11
2273,Stationwagon,576,Mazda,Standard,2001,TRIBUTE,Silver,12/12/2021,114,Canterbury,New Zealand,655000,14.72
2274,Saloon,610,Subaru,Standard,2000,LEGACY,Blue,12/10/2021,106,Hawke's Bay,New Zealand,182700,12.92
2275,Hatchback,587,Nissan,Standard,2002,MARCH,Orange,2/17/2022,109,Wellington,New Zealand,543500,67.52
2276,Stationwagon,576,Mazda,Standard,2002,ATENZA,Grey,3/31/2022,105,Gisborne,New Zealand,52100,6.21
2277,Hatchback,580,Mitsubishi,Standard,2004,COLT,Grey,2/3/2022,102,Auckland,New Zealand,1695200,343.09
2278,Flat Deck Truck,587,Nissan,Standard,1994,ATLAS,White,10/13/2021,114,Canterbury,New Zealand,655000,14.72
2279,Utility,619,Toyota,Standard,2011,HILUX,Black,3/20/2022,105,Gisborne,New Zealand,52100,6.21
2280,Hatchback,576,Mazda,Standard,2005,AXELA,Silver,3/11/2022,114,Canterbury,New Zealand,655000,14.72
2281,Stationwagon,610,Subaru,Standard,2002,FORESTER,Gold,3/2/2022,101,Northland,New Zealand,201500,16.11
2282,Stationwagon,540,Ford,Standard,2011,MONDEO,Grey,1/20/2022,102,Auckland,New Zealand,1695200,343.09
2283,Stationwagon,548,Holden,Standard,2011,CAPTIVA,Black,3/4/2022,102,Auckland,New Zealand,1695200,343.09
2284,Saloon,548,Holden,Standard,1972,KINGSWOOD,Blue,2/12/2022,105,Gisborne,New Zealand,52100,6.21
2285,Utility,587,Nissan,Standard,2011,NAVARA,Silver,12/14/2021,102,Auckland,New Zealand,1695200,343.09
2286,Hatchback,592,Peugeot,Standard,2003,307,Blue,3/16/2022,114,Canterbury,New Zealand,655000,14.72
2287,Saloon,512,BMW,Luxury,2001,318I,Blue,10/25/2021,114,Canterbury,New Zealand,655000,14.72
2288,Stationwagon,550,Honda,Standard,2000,ODYSSEY,Grey,1/27/2022,102,Auckland,New Zealand,1695200,343.09
2289,Saloon,550,Honda,Standard,2001,ACCORD,Silver,1/27/2022,107,Taranaki,New Zealand,127300,17.55
2290,Saloon,550,Honda,Standard,2005,ACCORD,Silver,2/22/2022,102,Auckland,New Zealand,1695200,343.09
2291,Stationwagon,531,Daihatsu,Standard,1991,ROCKY,Black,10/12/2021,104,Bay of Plenty,New Zealand,347700,28.8
2292,Hatchback,587,Nissan,Standard,2003,MARCH,White,12/22/2021,102,Auckland,New Zealand,1695200,343.09
2293,Saloon,619,Toyota,Standard,2002,PLATZ,White,3/16/2022,114,Canterbury,New Zealand,655000,14.72
2294,Saloon,548,Holden,Standard,2001,VX COMMODORE,White,12/27/2021,105,Gisborne,New Zealand,52100,6.21
2295,Stationwagon,548,Holden,Standard,2008,COMMODORE,Green,10/17/2021,103,Waikato,New Zealand,513800,21.5
2296,Stationwagon,619,Toyota,Standard,2003,CALDINA,Silver,2/11/2022,104,Bay of Plenty,New Zealand,347700,28.8
2297,Stationwagon,580,Mitsubishi,Standard,2011,CHALLENGER,Brown,1/28/2022,101,Northland,New Zealand,201500,16.11
2298,Stationwagon,576,Mazda,Standard,2011,CX-9,Black,12/19/2021,102,Auckland,New Zealand,1695200,343.09
2299,Hatchback,610,Subaru,Standard,2001,IMPREZA,Red,3/12/2022,102,Auckland,New Zealand,1695200,343.09
2300,Stationwagon,577,Mercedes-Benz,Luxury,2000,ML270,Silver,2/15/2022,114,Canterbury,New Zealand,655000,14.72
2301,Saloon,619,Toyota,Standard,2007,AURION,Red,1/19/2022,103,Waikato,New Zealand,513800,21.5
2302,Stationwagon,610,Subaru,Standard,2002,FORESTER,Black,11/28/2021,109,Wellington,New Zealand,543500,67.52
2303,Hatchback,576,Mazda,Standard,2004,DEMIO,Blue,4/5/2022,105,Gisborne,New Zealand,52100,6.21
2304,Saloon,576,Mazda,Standard,2006,ATENZA,White,1/22/2022,107,Taranaki,New Zealand,127300,17.55
2305,Hatchback,633,Volkswagen,Standard,2011,GOLF,Black,2/25/2022,102,Auckland,New Zealand,1695200,343.09
2306,Stationwagon,576,Mazda,Standard,2002,FAMILIA,Red,12/27/2021,109,Wellington,New Zealand,543500,67.52
2307,Trailer,514,Briford,Standard,2005,8 X 4,Green,2/23/2022,114,Canterbury,New Zealand,655000,14.72
2308,Trailer - Heavy,623,Trailer,Standard,2006,COMMERCIAL,Black,2/28/2022,102,Auckland,New Zealand,1695200,343.09
2309,Boat Trailer,623,Trailer,Standard,2005,FOURWINNS,Black,1/16/2022,102,Auckland,New Zealand,1695200,343.09
2310,Trailer,549,Homebuilt,Standard,1989,TRAILER,Green,1/10/2022,114,Canterbury,New Zealand,655000,14.72
2311,Trailer,549,Homebuilt,Standard,1989,MISC,Blue,11/3/2021,114,Canterbury,New Zealand,655000,14.72
2312,Trailer,514,Briford,Standard,2005,8X4 TRAILER,Silver,10/27/2021,102,Auckland,New Zealand,1695200,343.09
2313,Trailer,623,Trailer,Standard,2006,BRIFORD 8X4 1000KG,Blue,1/15/2022,115,Otago,New Zealand,246000,7.89
2314,Hatchback,576,Mazda,Standard,2002,FAMILIA,Silver,1/13/2022,102,Auckland,New Zealand,1695200,343.09
2315,Hatchback,633,Volkswagen,Standard,2003,LUPO,Black,4/1/2022,102,Auckland,New Zealand,1695200,343.09
2316,Utility,580,Mitsubishi,Standard,1992,L200,Green,3/7/2022,102,Auckland,New Zealand,1695200,343.09
2317,Light Van,576,Mazda,Standard,2006,BONGO,White,3/31/2022,102,Auckland,New Zealand,1695200,343.09
2318,Hatchback,576,Mazda,Standard,2011,MAZDA3,White,12/20/2021,109,Wellington,New Zealand,543500,67.52
2319,Utility,576,Mazda,Standard,2011,BT-50,White,2/26/2022,104,Bay of Plenty,New Zealand,347700,28.8
2320,Saloon,548,Holden,Standard,2011,COMMODORE,White,4/4/2022,104,Bay of Plenty,New Zealand,347700,28.8
2321,Stationwagon,550,Honda,Standard,2002,STREAM,Blue,3/31/2022,102,Auckland,New Zealand,1695200,343.09
2322,Saloon,576,Mazda,Standard,2002,ATENZA,Grey,2/15/2022,102,Auckland,New Zealand,1695200,343.09
2323,Stationwagon,619,Toyota,Standard,2004,ESTIMA,White,2/21/2022,102,Auckland,New Zealand,1695200,343.09
2324,Stationwagon,548,Holden,Standard,2010,CAPTIVA,Black,2/14/2022,106,Hawke's Bay,New Zealand,182700,12.92
2325,Saloon,587,Nissan,Standard,2005,BLUEBIRD,Grey,11/15/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62
2326,Saloon,576,Mazda,Standard,2003,ATENZA,Silver,1/15/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
2327,Saloon,576,Mazda,Standard,2006,AXELA,Blue,4/4/2022,109,Wellington,New Zealand,543500,67.52
2328,Saloon,587,Nissan,Standard,2006,TIIDA,Silver,2/18/2022,102,Auckland,New Zealand,1695200,343.09
2329,Stationwagon,610,Subaru,Standard,2003,LEGACY,Gold,2/21/2022,115,Otago,New Zealand,246000,7.89
2330,Stationwagon,619,Toyota,Standard,2011,HIGHLANDER,Silver,2/11/2022,102,Auckland,New Zealand,1695200,343.09
2331,Saloon,580,Mitsubishi,Standard,2000,LANCER,Grey,10/21/2021,102,Auckland,New Zealand,1695200,343.09
2332,Saloon,619,Toyota,Standard,2001,ALTEZZA,Silver,10/18/2021,114,Canterbury,New Zealand,655000,14.72
2333,Stationwagon,610,Subaru,Standard,2002,LEGACY,Silver,3/31/2022,102,Auckland,New Zealand,1695200,343.09
2334,Saloon,610,Subaru,Standard,2002,LEGACY,Grey,12/26/2021,107,Taranaki,New Zealand,127300,17.55
2335,Utility,540,Ford,Standard,2003,COURIER,Blue,2/2/2022,104,Bay of Plenty,New Zealand,347700,28.8
2336,Saloon,577,Mercedes-Benz,Luxury,2004,E500,Black,11/18/2021,102,Auckland,New Zealand,1695200,343.09
2337,Stationwagon,610,Subaru,Standard,2002,IMPREZA,White,3/5/2022,104,Bay of Plenty,New Zealand,347700,28.8
2338,Saloon,522,Chevrolet,Standard,1972,350AUTO,Green,3/9/2022,104,Bay of Plenty,New Zealand,347700,28.8
2339,Stationwagon,580,Mitsubishi,Standard,2000,PAJERO,Silver,11/22/2021,102,Auckland,New Zealand,1695200,343.09
2340,Stationwagon,619,Toyota,Standard,1991,HILUX,Grey,12/1/2021,114,Canterbury,New Zealand,655000,14.72
2341,Stationwagon,576,Mazda,Standard,2005,ATENZA,Blue,3/5/2022,107,Taranaki,New Zealand,127300,17.55
2342,Saloon,512,BMW,Luxury,2005,320I,Silver,3/13/2022,102,Auckland,New Zealand,1695200,343.09
2343,Cab and Chassis Only,587,Nissan,Standard,2011,NAVARA,Red,12/9/2021,115,Otago,New Zealand,246000,7.89
2344,Saloon,587,Nissan,Standard,2006,TIIDA,White,2/12/2022,102,Auckland,New Zealand,1695200,343.09
2345,Saloon,550,Honda,Standard,2002,ACCORD,Grey,2/26/2022,102,Auckland,New Zealand,1695200,343.09
2346,Hatchback,633,Volkswagen,Standard,2003,GOLF,Blue,2/25/2022,102,Auckland,New Zealand,1695200,343.09
2347,Utility,619,Toyota,Standard,2011,HILUX,Gold,12/10/2021,105,Gisborne,New Zealand,52100,6.21
2348,Saloon,512,BMW,Luxury,2000,318I,Silver,1/3/2022,102,Auckland,New Zealand,1695200,343.09
2349,Cab and Chassis Only,587,Nissan,Standard,2011,NAVARA,Silver,1/8/2022,102,Auckland,New Zealand,1695200,343.09
2350,Stationwagon,610,Subaru,Standard,2002,LEGACY,White,12/30/2021,101,Northland,New Zealand,201500,16.11
2351,Utility,540,Ford,Standard,2011,RANGER,Red,12/5/2021,108,Manawatū-Whanganui,New Zealand,258200,11.62
2352,Saloon,619,Toyota,Standard,2000,ALTEZZA,Silver,3/24/2022,102,Auckland,New Zealand,1695200,343.09
2353,Hatchback,619,Toyota,Standard,2011,YARIS,Silver,1/21/2022,114,Canterbury,New Zealand,655000,14.72
2354,Hatchback,619,Toyota,Standard,2000,FUNCARGO,Gold,3/5/2022,102,Auckland,New Zealand,1695200,343.09
2355,Hatchback,550,Honda,Standard,2000,CIVIC,Blue,1/17/2022,102,Auckland,New Zealand,1695200,343.09
2356,Hatchback,619,Toyota,Standard,2011,YARIS,Red,11/19/2021,102,Auckland,New Zealand,1695200,343.09
2357,Saloon,619,Toyota,Standard,2004,MARKX,Silver,4/4/2022,102,Auckland,New Zealand,1695200,343.09
2358,Stationwagon,619,Toyota,Standard,2002,FIELDER,Silver,2/11/2022,102,Auckland,New Zealand,1695200,343.09
2359,Stationwagon,576,Mazda,Standard,2006,ATENZA,Grey,2/28/2022,109,Wellington,New Zealand,543500,67.52
2360,Stationwagon,610,Subaru,Standard,2006,IMPREZA,Silver,1/6/2022,101,Northland,New Zealand,201500,16.11
2361,Stationwagon,507,Audi,Standard,2005,A3,Black,11/7/2021,101,Northland,New Zealand,201500,16.11
2362,Utility,540,Ford,Standard,2004,COURIER,Grey,1/13/2022,103,Waikato,New Zealand,513800,21.5
2363,Hatchback,576,Mazda,Standard,2004,DEMIO,Silver,2/17/2022,107,Taranaki,New Zealand,127300,17.55
2364,Saloon,548,Holden,Standard,1999,VT COMMODORE,Brown,10/19/2021,114,Canterbury,New Zealand,655000,14.72
2365,Roadbike,536,Ducati,Standard,2021,STREETFIGHTER,Red,1/25/2022,102,Auckland,New Zealand,1695200,343.09
2366,Stationwagon,580,Mitsubishi,Standard,2002,AIRTREK,Black,2/24/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
2367,Hatchback,587,Nissan,Standard,2002,MARCH,Yellow,12/2/2021,109,Wellington,New Zealand,543500,67.52
2368,Hatchback,576,Mazda,Standard,2001,FAMILIA,White,10/29/2021,102,Auckland,New Zealand,1695200,343.09
2369,Saloon,619,Toyota,Standard,2006,ALLION,Silver,3/27/2022,115,Otago,New Zealand,246000,7.89
2370,Hatchback,540,Ford,Standard,2012,MONDEO,Grey,2/7/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
2371,Hatchback,619,Toyota,Standard,2001,DUET,Green,1/2/2022,109,Wellington,New Zealand,543500,67.52
2372,Saloon,587,Nissan,Standard,2006,TIIDA,White,2/14/2022,103,Waikato,New Zealand,513800,21.5
2373,Hatchback,619,Toyota,Standard,2002,IST,Red,3/21/2022,102,Auckland,New Zealand,1695200,343.09
2374,Stationwagon,548,Holden,Standard,2006,COMMODORE,Black,3/13/2022,102,Auckland,New Zealand,1695200,343.09
2375,Utility,556,Isuzu,Standard,2012,D-MAX,Brown,3/15/2022,103,Waikato,New Zealand,513800,21.5
2376,Utility,548,Holden,Standard,2009,COLORADO,White,1/17/2022,103,Waikato,New Zealand,513800,21.5
2377,Saloon,577,Mercedes-Benz,Luxury,2011,C,White,10/12/2021,102,Auckland,New Zealand,1695200,343.09
2378,Light Van,611,Suzuki,Standard,1989,SK410,White,3/13/2022,102,Auckland,New Zealand,1695200,343.09
2379,Stationwagon,619,Toyota,Standard,2003,IPSUM,Silver,1/18/2022,109,Wellington,New Zealand,543500,67.52
2380,Hatchback,576,Mazda,Standard,2002,DEMIO,Orange,2/17/2022,102,Auckland,New Zealand,1695200,343.09
2381,Stationwagon,619,Toyota,Standard,1997,HILUX,Black,3/19/2022,114,Canterbury,New Zealand,655000,14.72
2382,Convertible,512,BMW,Luxury,2003,Z4,Grey,11/9/2021,102,Auckland,New Zealand,1695200,343.09
2383,Hatchback,576,Mazda,Standard,2004,DEMIO,Silver,2/24/2022,103,Waikato,New Zealand,513800,21.5
2384,Hatchback,540,Ford,Standard,2012,MONDEO,Black,4/3/2022,102,Auckland,New Zealand,1695200,343.09
2385,Saloon,610,Subaru,Standard,2003,LEGACY,Blue,12/17/2021,109,Wellington,New Zealand,543500,67.52
2386,Stationwagon,576,Mazda,Standard,2003,PREMACY,Grey,4/3/2022,102,Auckland,New Zealand,1695200,343.09
2387,Hatchback,610,Subaru,Standard,1998,IMPREZA,Black,3/17/2022,109,Wellington,New Zealand,543500,67.52
2388,Stationwagon,610,Subaru,Standard,2002,LEGACY,Silver,12/28/2021,109,Wellington,New Zealand,543500,67.52
2389,Stationwagon,610,Subaru,Standard,2009,LEGACY,Black,4/3/2022,101,Northland,New Zealand,201500,16.11
2390,Hatchback,587,Nissan,Standard,2000,CUBE,Red,12/29/2021,102,Auckland,New Zealand,1695200,343.09
2391,Stationwagon,555,Hyundai,Standard,2012,I30,Blue,12/22/2021,114,Canterbury,New Zealand,655000,14.72
2392,Stationwagon,580,Mitsubishi,Standard,2012,OUTLANDER,Red,2/18/2022,102,Auckland,New Zealand,1695200,343.09
2393,Hatchback,512,BMW,Luxury,2002,318TI,Red,10/23/2021,115,Otago,New Zealand,246000,7.89
2394,Saloon,576,Mazda,Standard,2005,AXELA,White,11/1/2021,102,Auckland,New Zealand,1695200,343.09
2395,Stationwagon,548,Holden,Standard,2012,CAPTIVA,White,2/4/2022,102,Auckland,New Zealand,1695200,343.09
2396,Utility,580,Mitsubishi,Standard,2001,L200,Green,4/3/2022,102,Auckland,New Zealand,1695200,343.09
2397,Light Van,580,Mitsubishi,Standard,2012,L300,White,11/5/2021,109,Wellington,New Zealand,543500,67.52
2398,Stationwagon,550,Honda,Standard,2001,STREAM,Purple,12/12/2021,101,Northland,New Zealand,201500,16.11
2399,Hatchback,576,Mazda,Standard,2006,DEMIO,Silver,12/3/2021,109,Wellington,New Zealand,543500,67.52
2400,Stationwagon,610,Subaru,Standard,2012,FORESTER,White,12/12/2021,104,Bay of Plenty,New Zealand,347700,28.8
2401,Stationwagon,592,Peugeot,Standard,2012,308,Blue,12/5/2021,115,Otago,New Zealand,246000,7.89
2402,Hatchback,576,Mazda,Standard,2004,DEMIO,Blue,4/4/2022,102,Auckland,New Zealand,1695200,343.09
2403,Hatchback,550,Honda,Standard,2002,CIVIC,Silver,12/4/2021,102,Auckland,New Zealand,1695200,343.09
2404,Hatchback,611,Suzuki,Standard,2006,SWIFT,Silver,1/26/2022,101,Northland,New Zealand,201500,16.11
2405,Stationwagon,587,Nissan,Standard,2006,EXPERT,Silver,4/4/2022,102,Auckland,New Zealand,1695200,343.09
2406,Saloon,550,Honda,Standard,2000,TORNEO,Black,3/7/2022,102,Auckland,New Zealand,1695200,343.09
2407,Utility,619,Toyota,Standard,2012,HILUX,White,3/28/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
2408,Saloon,512,BMW,Luxury,2002,318CI,Silver,11/29/2021,102,Auckland,New Zealand,1695200,343.09
2409,Saloon,587,Nissan,Standard,2004,SKYLINE,Grey,4/1/2022,114,Canterbury,New Zealand,655000,14.72
2410,Stationwagon,610,Subaru,Standard,2005,FORESTER,Silver,1/27/2022,109,Wellington,New Zealand,543500,67.52
2411,Hatchback,619,Toyota,Standard,1999,VITZ,Gold,12/17/2021,105,Gisborne,New Zealand,52100,6.21
2412,Stationwagon,587,Nissan,Standard,2005,LAFESTA,Blue,12/29/2021,105,Gisborne,New Zealand,52100,6.21
2413,Stationwagon,550,Honda,Standard,1996,CRV,Purple,4/2/2022,108,Manawatū-Whanganui,New Zealand,258200,11.62
2414,Saloon,576,Mazda,Standard,2003,RX-8,Blue,10/25/2021,102,Auckland,New Zealand,1695200,343.09
2415,Saloon,548,Holden,Standard,2001,VX COMMODORE,Blue,10/9/2021,103,Waikato,New Zealand,513800,21.5
